Sample ID	Sex	Verbose Population ID	Simple Population ID	Region	Country	Town or more precise location	Latitude	Longitude	In analysis dataset (1=yes, 0=no)	Release conditions (1=fully public, 0=signed letter)	Contributor for unpublished samples (*indicates a contributor who wished to be acknowledged rather than being listed as an author)											
HGDP01096	M	Tujia	Tujia	EastAsia	China	?	29	109	1	1	Patterson et al. 2012											
HGDP01097	M	Tujia	Tujia	EastAsia	China	?	29	109	1	1	Patterson et al. 2012											
HGDP01098	F	Tujia	Tujia	EastAsia	China	?	29	109	1	1	Patterson et al. 2012											
HGDP01099	M	Tujia	Tujia	EastAsia	China	?	29	109	1	1	Patterson et al. 2012											
HGDP01100	M	Tujia	Tujia	EastAsia	China	?	29	109	1	1	Patterson et al. 2012											
HGDP01101	M	Tujia	Tujia	EastAsia	China	?	29	109	1	1	Patterson et al. 2012											
HGDP01102	M	Tujia	Tujia	EastAsia	China	?	29	109	1	1	Patterson et al. 2012											
HGDP01103	M	Tujia	Tujia	EastAsia	China	?	29	109	1	1	Patterson et al. 2012											
HGDP01104	M	Tujia	Tujia	EastAsia	China	?	29	109	1	1	Patterson et al. 2012											
HGDP01297	M	Uygur	Uygur	EastAsia	China	Yili	44	81	1	1	Patterson et al. 2012											
HGDP01298	M	Uygur	Uygur	EastAsia	China	Yili	44	81	1	1	Patterson et al. 2012											
HGDP01299	M	Uygur	Uygur	EastAsia	China	Yili	44	81	1	1	Patterson et al. 2012											
HGDP01300	M	Uygur	Uygur	EastAsia	China	Yili	44	81	1	1	Patterson et al. 2012											
HGDP01301	M	Uygur	Uygur	EastAsia	China	Yili	44	81	1	1	Patterson et al. 2012											
HGDP01302	M	Uygur	Uygur	EastAsia	China	Yili	44	81	1	1	Patterson et al. 2012											
HGDP01303	M	Uygur	Uygur	EastAsia	China	Yili	44	81	1	1	Patterson et al. 2012											
HGDP01304	M	Uygur	Uygur	EastAsia	China	Yili	44	81	1	1	Patterson et al. 2012											
HGDP01305	F	Uygur	Uygur	EastAsia	China	Yili	44	81	1	1	Patterson et al. 2012											
HGDP01306	F	Uygur	Uygur	EastAsia	China	Yili	44	81	1	1	Patterson et al. 2012											
HGDP01243	M	Xibo	Xibo	EastAsia	China	?	43.49792973	81.5	0	1	Patterson et al. 2012											
HGDP01244	M	Xibo	Xibo	EastAsia	China	?	43.49792973	81.5	1	1	Patterson et al. 2012											
HGDP01245	M	Xibo	Xibo	EastAsia	China	?	43.49792973	81.5	1	1	Patterson et al. 2012											
HGDP01246	M	Xibo	Xibo	EastAsia	China	?	43.49792973	81.5	1	1	Patterson et al. 2012											
HGDP01247	M	Xibo	Xibo	EastAsia	China	?	43.49792973	81.5	0	1	Patterson et al. 2012											
HGDP01248	M	Xibo	Xibo	EastAsia	China	?	43.49792973	81.5	1	1	Patterson et al. 2012											
HGDP01249	M	Xibo	Xibo	EastAsia	China	?	43.49792973	81.5	1	1	Patterson et al. 2012											
HGDP01250	M	Xibo	Xibo	EastAsia	China	?	43.49792973	81.5	1	1	Patterson et al. 2012											
HGDP01251	F	Xibo	Xibo	EastAsia	China	?	43.49792973	81.5	1	1	Patterson et al. 2012											
HGDP01179	M	Yi	Yi	EastAsia	China	?	28	103	1	1	Patterson et al. 2012											
HGDP01180	M	Yi	Yi	EastAsia	China	?	28	103	1	1	Patterson et al. 2012											
HGDP01181	M	Yi	Yi	EastAsia	China	?	28	103	1	1	Patterson et al. 2012											
HGDP01182	M	Yi	Yi	EastAsia	China	?	28	103	1	1	Patterson et al. 2012											
HGDP01183	M	Yi	Yi	EastAsia	China	?	28	103	1	1	Patterson et al. 2012											
HGDP01184	M	Yi	Yi	EastAsia	China	?	28	103	1	1	Patterson et al. 2012											
HGDP01185	M	Yi	Yi	EastAsia	China	?	28	103	1	1	Patterson et al. 2012											
HGDP01186	M	Yi	Yi	EastAsia	China	?	28	103	1	1	Patterson et al. 2012											
HGDP01187	M	Yi	Yi	EastAsia	China	?	28	103	1	1	Patterson et al. 2012											
HGDP01188	F	Yi	Yi	EastAsia	China	?	28	103	1	1	Patterson et al. 2012											
HGDP00747	M	Japanese	Japanese	EastAsia	Japan	?	38	138	1	1	Patterson et al. 2012											
HGDP00748	M	Japanese	Japanese	EastAsia	Japan	?	38	138	1	1	Patterson et al. 2012											
HGDP00749	M	Japanese	Japanese	EastAsia	Japan	?	38	138	1	1	Patterson et al. 2012											
HGDP00750	M	Japanese	Japanese	EastAsia	Japan	?	38	138	1	1	Patterson et al. 2012											
HGDP00751	M	Japanese	Japanese	EastAsia	Japan	?	38	138	1	1	Patterson et al. 2012											
HGDP00752	M	Japanese	Japanese	EastAsia	Japan	?	38	138	1	1	Patterson et al. 2012											
HGDP00753	M	Japanese	Japanese	EastAsia	Japan	?	38	138	1	1	Patterson et al. 2012											
HGDP00754	F	Japanese	Japanese	EastAsia	Japan	?	38	138	1	1	Patterson et al. 2012											
HGDP00755	M	Japanese	Japanese	EastAsia	Japan	?	38	138	1	1	Patterson et al. 2012											
HGDP00756	F	Japanese	Japanese	EastAsia	Japan	?	38	138	1	1	Patterson et al. 2012											
HGDP00757	M	Japanese	Japanese	EastAsia	Japan	?	38	138	1	1	Patterson et al. 2012											
HGDP00758	M	Japanese	Japanese	EastAsia	Japan	?	38	138	1	1	Patterson et al. 2012											
HGDP00759	M	Japanese	Japanese	EastAsia	Japan	?	38	138	1	1	Patterson et al. 2012											
HGDP00760	F	Japanese	Japanese	EastAsia	Japan	?	38	138	1	1	Patterson et al. 2012											
HGDP00761	F	Japanese	Japanese	EastAsia	Japan	?	38	138	1	1	Patterson et al. 2012											
HGDP00762	M	Japanese	Japanese	EastAsia	Japan	?	38	138	1	1	Patterson et al. 2012											
HGDP00763	M	Japanese	Japanese	EastAsia	Japan	?	38	138	1	1	Patterson et al. 2012											
HGDP00764	M	Japanese	Japanese	EastAsia	Japan	?	38	138	1	1	Patterson et al. 2012											
HGDP00765	F	Japanese	Japanese	EastAsia	Japan	?	38	138	1	1	Patterson et al. 2012											
HGDP00766	M	Japanese	Japanese	EastAsia	Japan	?	38	138	1	1	Patterson et al. 2012											
HGDP00767	M	Japanese	Japanese	EastAsia	Japan	?	38	138	1	1	Patterson et al. 2012											
HGDP00768	M	Japanese	Japanese	EastAsia	Japan	?	38	138	1	1	Patterson et al. 2012											
HGDP00769	M	Japanese	Japanese	EastAsia	Japan	?	38	138	1	1	Patterson et al. 2012											
HGDP00771	F	Japanese	Japanese	EastAsia	Japan	?	38	138	1	1	Patterson et al. 2012											
HGDP00772	F	Japanese	Japanese	EastAsia	Japan	?	38	138	1	1	Patterson et al. 2012											
HGDP00773	F	Japanese	Japanese	EastAsia	Japan	?	38	138	1	1	Patterson et al. 2012											
HGDP00790	M	Japanese	Japanese	EastAsia	Japan	?	38	138	1	1	Patterson et al. 2012											
HGDP00791	M	Japanese	Japanese	EastAsia	Japan	?	38	138	1	1	Patterson et al. 2012											
HGDP00828	M	Japanese	Japanese	EastAsia	Japan	?	38	138	1	1	Patterson et al. 2012											
NA00726	F	Korean	Korean	EastAsia	Korea	USA_cell_line_repository	37.6	127	1	1	Coriell Cell Repositories											
ND13299	M	Korean	Korean	EastAsia	Korea	USA_cell_line_repository	37.6	127	1	1	Coriell Cell Repositories											
ND14916	F	Korean	Korean	EastAsia	Korea	USA_cell_line_repository	37.6	127	1	1	Coriell Cell Repositories											
ND15143	F	Korean	Korean	EastAsia	Korea	USA_cell_line_repository	37.6	127	1	1	Coriell Cell Repositories											
ND19394	M	Korean	Korean	EastAsia	Korea	USA_cell_line_repository	37.6	127	1	1	Coriell Cell Repositories											
ND22219	M	Korean	Korean	EastAsia	Korea	USA_cell_line_repository	37.6	127	1	1	Coriell Cell Repositories											
NA13607	M	Ami_Coriell	Ami	EastAsia	Taiwan	?	22.8	121.2	1	1	Coriell Cell Repositories											
NA13608	M	Ami_Coriell	Ami	EastAsia	Taiwan	?	22.8	121.2	1	1	Coriell Cell Repositories											
NA13609	M	Ami_Coriell	Ami	EastAsia	Taiwan	?	22.8	121.2	1	1	Coriell Cell Repositories											
NA13610	M	Ami_Coriell	Ami	EastAsia	Taiwan	?	22.8	121.2	1	1	Coriell Cell Repositories											
NA13611	M	Ami_Coriell	Ami	EastAsia	Taiwan	?	22.8	121.2	1	1	Coriell Cell Repositories											
NA13612	M	Ami_Coriell	Ami	EastAsia	Taiwan	?	22.8	121.2	1	1	Coriell Cell Repositories											
NA13613	M	Ami_Coriell	Ami	EastAsia	Taiwan	?	22.8	121.2	1	1	Coriell Cell Repositories											
NA13614	M	Ami_Coriell	Ami	EastAsia	Taiwan	?	22.8	121.2	1	1	Coriell Cell Repositories											
NA13615	M	Ami_Coriell	Ami	EastAsia	Taiwan	?	22.8	121.2	1	1	Coriell Cell Repositories											
NA13616	M	Ami_Coriell	Ami	EastAsia	Taiwan	?	22.8	121.2	1	1	Coriell Cell Repositories											
NA13597	M	Atayal_Coriell	Atayal	EastAsia	Taiwan	?	24.6	121.3	1	1	Coriell Cell Repositories											
NA13598	M	Atayal_Coriell	Atayal	EastAsia	Taiwan	?	24.6	121.3	1	1	Coriell Cell Repositories											
NA13599	M	Atayal_Coriell	Atayal	EastAsia	Taiwan	?	24.6	121.3	1	1	Coriell Cell Repositories											
NA13600	M	Atayal_Coriell	Atayal	EastAsia	Taiwan	?	24.6	121.3	0	1	Coriell Cell Repositories											
NA13601	M	Atayal_Coriell	Atayal	EastAsia	Taiwan	?	24.6	121.3	1	1	Coriell Cell Repositories											
NA13602	M	Atayal_Coriell	Atayal	EastAsia	Taiwan	?	24.6	121.3	1	1	Coriell Cell Repositories											
NA13603	M	Atayal_Coriell	Atayal	EastAsia	Taiwan	?	24.6	121.3	1	1	Coriell Cell Repositories											
NA13604	M	Atayal_Coriell	Atayal	EastAsia	Taiwan	?	24.6	121.3	1	1	Coriell Cell Repositories											
NA13605	M	Atayal_Coriell	Atayal	EastAsia	Taiwan	?	24.6	121.3	1	1	Coriell Cell Repositories											
NA13606	M	Atayal_Coriell	Atayal	EastAsia	Taiwan	?	24.6	121.3	1	1	Coriell Cell Repositories											
CHI007	M	Thai	Thai	EastAsia	Thailand	USA_cell_line_repository	13.8	100.5	1	1	European Collection of Cell Cultures											
CHI034	F	Thai	Thai	EastAsia	Thailand	USA_cell_line_repository	13.8	100.5	1	1	European Collection of Cell Cultures											
DCH002	F	Thai	Thai	EastAsia	Thailand	USA_cell_line_repository	13.8	100.5	1	1	European Collection of Cell Cultures											
DCH006	F	Thai	Thai	EastAsia	Thailand	USA_cell_line_repository	13.8	100.5	1	1	European Collection of Cell Cultures											
DCH007	M	Thai	Thai	EastAsia	Thailand	USA_cell_line_repository	13.8	100.5	1	1	European Collection of Cell Cultures											
DCH008	M	Thai	Thai	EastAsia	Thailand	USA_cell_line_repository	13.8	100.5	1	1	European Collection of Cell Cultures											
DCH009	M	Thai	Thai	EastAsia	Thailand	USA_cell_line_repository	13.8	100.5	1	1	European Collection of Cell Cultures											
DCH010	M	Thai	Thai	EastAsia	Thailand	USA_cell_line_repository	13.8	100.5	1	1	European Collection of Cell Cultures											
DCH011	F	Thai	Thai	EastAsia	Thailand	USA_cell_line_repository	13.8	100.5	1	1	European Collection of Cell Cultures											
DCH012	M	Thai	Thai	EastAsia	Thailand	USA_cell_line_repository	13.8	100.5	1	1	European Collection of Cell Cultures											
HG01595	F	Kinh_Vietnam_KHV	Kinh	EastAsia	Vietnam	?	21	105.9	1	1	Coriell Cell Repositories											
HG01596	M	Kinh_Vietnam_KHV	Kinh	EastAsia	Vietnam	?	21	105.9	1	1	Coriell Cell Repositories											
HG01597	F	Kinh_Vietnam_KHV	Kinh	EastAsia	Vietnam	?	21	105.9	1	1	Coriell Cell Repositories											
HG01598	F	Kinh_Vietnam_KHV	Kinh	EastAsia	Vietnam	?	21	105.9	1	1	Coriell Cell Repositories											
HG01600	F	Kinh_Vietnam_KHV	Kinh	EastAsia	Vietnam	?	21	105.9	1	1	Coriell Cell Repositories											
HG01842	M	Kinh_Vietnam_KHV	Kinh	EastAsia	Vietnam	?	21	105.9	1	1	Coriell Cell Repositories											
HG01844	M	Kinh_Vietnam_KHV	Kinh	EastAsia	Vietnam	?	21	105.9	1	1	Coriell Cell Repositories											
HG01846	M	Kinh_Vietnam_KHV	Kinh	EastAsia	Vietnam	?	21	105.9	1	1	Coriell Cell Repositories											
IHW9117	M	Australian_ECCAC	Australian	Oceania	Australia	European_cell_line_repository	-13	143	0	1	European Collection of Cell Cultures											
IHW9118	F	Australian_ECCAC	Australian	Oceania	Australia	European_cell_line_repository	-13	143	1	1	European Collection of Cell Cultures											
IHW9122	M	Australian_ECCAC	Australian	Oceania	Australia	European_cell_line_repository	-13	143	0	1	European Collection of Cell Cultures											
IHW9124	M	Australian_ECCAC	Australian	Oceania	Australia	European_cell_line_repository	-13	143	0	1	European Collection of Cell Cultures											
IHW9192	F	Australian_ECCAC	Australian	Oceania	Australia	European_cell_line_repository	-13	143	0	1	European Collection of Cell Cultures											
IHW9193	M	Australian_ECCAC	Australian	Oceania	Australia	European_cell_line_repository	-13	143	1	1	European Collection of Cell Cultures											
IHW9194	F	Australian_ECCAC	Australian	Oceania	Australia	European_cell_line_repository	-13	143	0	1	European Collection of Cell Cultures											
IHW9195	M	Australian_ECCAC	Australian	Oceania	Australia	European_cell_line_repository	-13	143	1	1	European Collection of Cell Cultures											
IHW9196	M	Australian_ECCAC	Australian	Oceania	Australia	European_cell_line_repository	-13	143	0	1	European Collection of Cell Cultures											
HGDP00491	M	Bougainville	Bougainville	Oceania	PapuaNewGuinea	Bougainville_Island	-6	155	0	1	Patterson et al. 2012											
HGDP00491_WGA	M	Bougainville	Bougainville	Oceania	PapuaNewGuinea	Bougainville_Island	-6	155	0	1	Patterson et al. 2012											
HGDP00655	M	Bougainville	Bougainville	Oceania	PapuaNewGuinea	Bougainville_Island	-6	155	1	1	Patterson et al. 2012											
HGDP00656	F	Bougainville	Bougainville	Oceania	PapuaNewGuinea	Bougainville_Island	-6	155	1	1	Patterson et al. 2012											
HGDP00660	F	Bougainville	Bougainville	Oceania	PapuaNewGuinea	Bougainville_Island	-6	155	1	1	Patterson et al. 2012											
HGDP00661	F	Bougainville	Bougainville	Oceania	PapuaNewGuinea	Bougainville_Island	-6	155	1	1	Patterson et al. 2012											
HGDP00662	M	Bougainville	Bougainville	Oceania	PapuaNewGuinea	Bougainville_Island	-6	155	1	1	Patterson et al. 2012											
HGDP00663	F	Bougainville	Bougainville	Oceania	PapuaNewGuinea	Bougainville_Island	-6	155	1	1	Patterson et al. 2012											
HGDP00664	F	Bougainville	Bougainville	Oceania	PapuaNewGuinea	Bougainville_Island	-6	155	1	1	Patterson et al. 2012											
HGDP00787	F	Bougainville	Bougainville	Oceania	PapuaNewGuinea	Bougainville_Island	-6	155	1	1	Patterson et al. 2012											
HGDP00788	M	Bougainville	Bougainville	Oceania	PapuaNewGuinea	Bougainville_Island	-6	155	1	1	Patterson et al. 2012											
HGDP01027	F	Bougainville	Bougainville	Oceania	PapuaNewGuinea	Bougainville_Island	-6	155	1	1	Patterson et al. 2012											
HGDP00540	M	Papuan	Papuan	Oceania	PapuaNewGuinea	NewGuinea	-4	143	1	1	Patterson et al. 2012											
HGDP00541	M	Papuan	Papuan	Oceania	PapuaNewGuinea	NewGuinea	-4	143	1	1	Patterson et al. 2012											
HGDP00542	M	Papuan	Papuan	Oceania	PapuaNewGuinea	NewGuinea	-4	143	0	1	Patterson et al. 2012											
HGDP00543	M	Papuan	Papuan	Oceania	PapuaNewGuinea	NewGuinea	-4	143	1	1	Patterson et al. 2012											
HGDP00544	F	Papuan	Papuan	Oceania	PapuaNewGuinea	NewGuinea	-4	143	0	1	Patterson et al. 2012											
HGDP00545	M	Papuan	Papuan	Oceania	PapuaNewGuinea	NewGuinea	-4	143	1	1	Patterson et al. 2012											
HGDP00546	M	Papuan	Papuan	Oceania	PapuaNewGuinea	NewGuinea	-4	143	1	1	Patterson et al. 2012											
HGDP00547	M	Papuan	Papuan	Oceania	PapuaNewGuinea	NewGuinea	-4	143	1	1	Patterson et al. 2012											
HGDP00548	M	Papuan	Papuan	Oceania	PapuaNewGuinea	NewGuinea	-4	143	1	1	Patterson et al. 2012											
HGDP00549	M	Papuan	Papuan	Oceania	PapuaNewGuinea	NewGuinea	-4	143	1	1	Patterson et al. 2012											
HGDP00550	F	Papuan	Papuan	Oceania	PapuaNewGuinea	NewGuinea	-4	143	1	1	Patterson et al. 2012											
HGDP00551	M	Papuan	Papuan	Oceania	PapuaNewGuinea	NewGuinea	-4	143	0	1	Patterson et al. 2012											
HGDP00551_WGA	M	Papuan	Papuan	Oceania	PapuaNewGuinea	NewGuinea	-4	143	0	1	Patterson et al. 2012											
HGDP00552	F	Papuan	Papuan	Oceania	PapuaNewGuinea	NewGuinea	-4	143	1	1	Patterson et al. 2012											
HGDP00553	M	Papuan	Papuan	Oceania	PapuaNewGuinea	NewGuinea	-4	143	1	1	Patterson et al. 2012											
HGDP00554	F	Papuan	Papuan	Oceania	PapuaNewGuinea	NewGuinea	-4	143	1	1	Patterson et al. 2012											
HGDP00555	M	Papuan	Papuan	Oceania	PapuaNewGuinea	NewGuinea	-4	143	1	1	Patterson et al. 2012											
HGDP00556	M	Papuan	Papuan	Oceania	PapuaNewGuinea	NewGuinea	-4	143	1	1	Patterson et al. 2012											
HG03006	M	Bengali_Bangladesh_BEB	Bengali	SouthAsia	Bangladesh	?	23.7	90.4	1	1	Coriell Cell Repositories											
HG03007	F	Bengali_Bangladesh_BEB	Bengali	SouthAsia	Bangladesh	?	23.7	90.4	1	1	Coriell Cell Repositories											
HG03009	M	Bengali_Bangladesh_BEB	Bengali	SouthAsia	Bangladesh	?	23.7	90.4	1	1	Coriell Cell Repositories											
HG03012	M	Bengali_Bangladesh_BEB	Bengali	SouthAsia	Bangladesh	?	23.7	90.4	1	1	Coriell Cell Repositories											
HG03585	M	Bengali_Bangladesh_BEB	Bengali	SouthAsia	Bangladesh	?	23.7	90.4	1	1	Coriell Cell Repositories											
HG03589	F	Bengali_Bangladesh_BEB	Bengali	SouthAsia	Bangladesh	?	23.7	90.4	1	1	Coriell Cell Repositories											
HG03793	F	Bengali_Bangladesh_BEB	Bengali	SouthAsia	Bangladesh	?	23.7	90.4	1	1	Coriell Cell Repositories											
HG03796	F	Bengali_Bangladesh_BEB	Bengali	SouthAsia	Bangladesh	?	23.7	90.4	0	1	Coriell Cell Repositories											
KuchinJew20320	M	Cochin_Jew	Cochin_Jew	SouthAsia	India	migrants_collected_in_Israel	9.97	76.28	1	1	The National Laboratory for the Genetics of Israeli Populations 											
KuchinJew20551	M	Cochin_Jew	Cochin_Jew	SouthAsia	India	migrants_collected_in_Israel	9.97	76.28	1	1	The National Laboratory for the Genetics of Israeli Populations 											
KuchinJew20622	M	Cochin_Jew	Cochin_Jew	SouthAsia	India	migrants_collected_in_Israel	9.97	76.28	1	1	The National Laboratory for the Genetics of Israeli Populations 											
KuchinJew20851	M	Cochin_Jew	Cochin_Jew	SouthAsia	India	migrants_collected_in_Israel	9.97	76.28	1	1	The National Laboratory for the Genetics of Israeli Populations 											
KuchinJew30052	F	Cochin_Jew	Cochin_Jew	SouthAsia	India	migrants_collected_in_Israel	9.97	76.28	1	1	The National Laboratory for the Genetics of Israeli Populations 											
NA20858	M	GujaratiA_GIH	GujaratiA	SouthAsia	India	migrants_collected_in_Houston_Texas	23.2	72.7	1	1	Coriell Cell Repositories											
NA20862	F	GujaratiA_GIH	GujaratiA	SouthAsia	India	migrants_collected_in_Houston_Texas	23.2	72.7	1	1	Coriell Cell Repositories											
NA20881	F	GujaratiA_GIH	GujaratiA	SouthAsia	India	migrants_collected_in_Houston_Texas	23.2	72.7	1	1	Coriell Cell Repositories											
NA20904	M	GujaratiA_GIH	GujaratiA	SouthAsia	India	migrants_collected_in_Houston_Texas	23.2	72.7	1	1	Coriell Cell Repositories											
NA20910	F	GujaratiA_GIH	GujaratiA	SouthAsia	India	migrants_collected_in_Houston_Texas	23.2	72.7	1	1	Coriell Cell Repositories											
NA20854	F	GujaratiB_GIH	GujaratiB	SouthAsia	India	migrants_collected_in_Houston_Texas	23.2	72.7	1	1	Coriell Cell Repositories											
NA20873	M	GujaratiB_GIH	GujaratiB	SouthAsia	India	migrants_collected_in_Houston_Texas	23.2	72.7	1	1	Coriell Cell Repositories											
NA20882	F	GujaratiB_GIH	GujaratiB	SouthAsia	India	migrants_collected_in_Houston_Texas	23.2	72.7	1	1	Coriell Cell Repositories											
NA20885	M	GujaratiB_GIH	GujaratiB	SouthAsia	India	migrants_collected_in_Houston_Texas	23.2	72.7	1	1	Coriell Cell Repositories											
NA20898	M	GujaratiB_GIH	GujaratiB	SouthAsia	India	migrants_collected_in_Houston_Texas	23.2	72.7	1	1	Coriell Cell Repositories											
NA20866	M	GujaratiC_GIH	GujaratiC	SouthAsia	India	migrants_collected_in_Houston_Texas	23.2	72.7	1	1	Coriell Cell Repositories											
NA20883	M	GujaratiC_GIH	GujaratiC	SouthAsia	India	migrants_collected_in_Houston_Texas	23.2	72.7	1	1	Coriell Cell Repositories											
NA20903	M	GujaratiC_GIH	GujaratiC	SouthAsia	India	migrants_collected_in_Houston_Texas	23.2	72.7	1	1	Coriell Cell Repositories											
NA21097	F	GujaratiC_GIH	GujaratiC	SouthAsia	India	migrants_collected_in_Houston_Texas	23.2	72.7	1	1	Coriell Cell Repositories											
NA21116	M	GujaratiC_GIH	GujaratiC	SouthAsia	India	migrants_collected_in_Houston_Texas	23.2	72.7	1	1	Coriell Cell Repositories											
NA20847	F	GujaratiD_GIH	GujaratiD	SouthAsia	India	migrants_collected_in_Houston_Texas	23.2	72.7	1	1	Coriell Cell Repositories											
NA20899	F	GujaratiD_GIH	GujaratiD	SouthAsia	India	migrants_collected_in_Houston_Texas	23.2	72.7	1	1	Coriell Cell Repositories											
NA20911	M	GujaratiD_GIH	GujaratiD	SouthAsia	India	migrants_collected_in_Houston_Texas	23.2	72.7	1	1	Coriell Cell Repositories											
NA21123	M	GujaratiD_GIH	GujaratiD	SouthAsia	India	migrants_collected_in_Houston_Texas	23.2	72.7	1	1	Coriell Cell Repositories											
NA21125	F	GujaratiD_GIH	GujaratiD	SouthAsia	India	migrants_collected_in_Houston_Texas	23.2	72.7	1	1	Coriell Cell Repositories											
Kharia1	M	Kharia	Kharia	SouthAsia	India	Jaunpur_UttarPradesh	25.77	82.73	1	0	Lalji Singh / Kumarasamy Thangaraj											
Kharia10	M	Kharia	Kharia	SouthAsia	India	Jaunpur_UttarPradesh	25.77	82.73	1	0	Lalji Singh / Kumarasamy Thangaraj											
Kharia11	M	Kharia	Kharia	SouthAsia	India	Jaunpur_UttarPradesh	25.77	82.73	0	0	Lalji Singh / Kumarasamy Thangaraj											
Kharia12	M	Kharia	Kharia	SouthAsia	India	Jaunpur_UttarPradesh	25.77	82.73	1	0	Lalji Singh / Kumarasamy Thangaraj											
Kharia13	M	Kharia	Kharia	SouthAsia	India	Jaunpur_UttarPradesh	25.77	82.73	0	0	Lalji Singh / Kumarasamy Thangaraj											
Kharia14	M	Kharia	Kharia	SouthAsia	India	Jaunpur_UttarPradesh	25.77	82.73	1	0	Lalji Singh / Kumarasamy Thangaraj											
Kharia15	M	Kharia	Kharia	SouthAsia	India	Jaunpur_UttarPradesh	25.77	82.73	1	0	Lalji Singh / Kumarasamy Thangaraj											
Kharia2	M	Kharia	Kharia	SouthAsia	India	Jaunpur_UttarPradesh	25.77	82.73	1	0	Lalji Singh / Kumarasamy Thangaraj											
Kharia3	M	Kharia	Kharia	SouthAsia	India	Jaunpur_UttarPradesh	25.77	82.73	1	0	Lalji Singh / Kumarasamy Thangaraj											
Kharia4	M	Kharia	Kharia	SouthAsia	India	Jaunpur_UttarPradesh	25.77	82.73	1	0	Lalji Singh / Kumarasamy Thangaraj											
Kharia5	M	Kharia	Kharia	SouthAsia	India	Jaunpur_UttarPradesh	25.77	82.73	1	0	Lalji Singh / Kumarasamy Thangaraj											
Kharia6	M	Kharia	Kharia	SouthAsia	India	Jaunpur_UttarPradesh	25.77	82.73	1	0	Lalji Singh / Kumarasamy Thangaraj											
Kharia7	M	Kharia	Kharia	SouthAsia	India	Jaunpur_UttarPradesh	25.77	82.73	0	0	Lalji Singh / Kumarasamy Thangaraj											
Kharia8	M	Kharia	Kharia	SouthAsia	India	Jaunpur_UttarPradesh	25.77	82.73	1	0	Lalji Singh / Kumarasamy Thangaraj											
Kharia9	M	Kharia	Kharia	SouthAsia	India	Jaunpur_UttarPradesh	25.77	82.73	1	0	Lalji Singh / Kumarasamy Thangaraj											
Lodhi10	M	Lodhi	Lodhi	SouthAsia	India	Jhansi_UttarPradesh	25.45	78.62	1	0	Lalji Singh / Kumarasamy Thangaraj											
Lodhi11	M	Lodhi	Lodhi	SouthAsia	India	Jhansi_UttarPradesh	25.45	78.62	1	0	Lalji Singh / Kumarasamy Thangaraj											
Lodhi12	M	Lodhi	Lodhi	SouthAsia	India	Jhansi_UttarPradesh	25.45	78.62	0	0	Lalji Singh / Kumarasamy Thangaraj											
Lodhi13	M	Lodhi	Lodhi	SouthAsia	India	Jhansi_UttarPradesh	25.45	78.62	1	0	Lalji Singh / Kumarasamy Thangaraj											
Lodhi14	M	Lodhi	Lodhi	SouthAsia	India	Jhansi_UttarPradesh	25.45	78.62	1	0	Lalji Singh / Kumarasamy Thangaraj											
Lodhi15	M	Lodhi	Lodhi	SouthAsia	India	Jhansi_UttarPradesh	25.45	78.62	1	0	Lalji Singh / Kumarasamy Thangaraj											
Lodhi2	M	Lodhi	Lodhi	SouthAsia	India	Jhansi_UttarPradesh	25.45	78.62	1	0	Lalji Singh / Kumarasamy Thangaraj											
Lodhi3	M	Lodhi	Lodhi	SouthAsia	India	Jhansi_UttarPradesh	25.45	78.62	1	0	Lalji Singh / Kumarasamy Thangaraj											
Lodhi4	M	Lodhi	Lodhi	SouthAsia	India	Jhansi_UttarPradesh	25.45	78.62	1	0	Lalji Singh / Kumarasamy Thangaraj											
Lodhi5	M	Lodhi	Lodhi	SouthAsia	India	Jhansi_UttarPradesh	25.45	78.62	1	0	Lalji Singh / Kumarasamy Thangaraj											
Lodhi6	M	Lodhi	Lodhi	SouthAsia	India	Jhansi_UttarPradesh	25.45	78.62	1	0	Lalji Singh / Kumarasamy Thangaraj											
Lodhi7	M	Lodhi	Lodhi	SouthAsia	India	Jhansi_UttarPradesh	25.45	78.62	1	0	Lalji Singh / Kumarasamy Thangaraj											
Lodhi8	M	Lodhi	Lodhi	SouthAsia	India	Jhansi_UttarPradesh	25.45	78.62	1	0	Lalji Singh / Kumarasamy Thangaraj											
Lodhi9	M	Lodhi	Lodhi	SouthAsia	India	Jhansi_UttarPradesh	25.45	78.62	1	0	Lalji Singh / Kumarasamy Thangaraj											
Mala1	M	Mala	Mala	SouthAsia	India	Nizamabad_AndhraPradesh	18.67	78.17	1	0	Lalji Singh / Kumarasamy Thangaraj											
Mala10	M	Mala	Mala	SouthAsia	India	Nizamabad_AndhraPradesh	18.67	78.17	1	0	Lalji Singh / Kumarasamy Thangaraj											
Mala11	M	Mala	Mala	SouthAsia	India	Nizamabad_AndhraPradesh	18.67	78.17	1	0	Lalji Singh / Kumarasamy Thangaraj											
Mala12	M	Mala	Mala	SouthAsia	India	Nizamabad_AndhraPradesh	18.67	78.17	1	0	Lalji Singh / Kumarasamy Thangaraj											
Mala13	M	Mala	Mala	SouthAsia	India	Nizamabad_AndhraPradesh	18.67	78.17	1	0	Lalji Singh / Kumarasamy Thangaraj											
Mala14	M	Mala	Mala	SouthAsia	India	Nizamabad_AndhraPradesh	18.67	78.17	0	0	Lalji Singh / Kumarasamy Thangaraj											
